"DTI_CL_INDICADOR","Indicador","DTI_CL_TRIMESTRE_MOVIL","Trimestre Móvil","DTI_CL_REGION","Región","DTI_CL_TRAMO_ETARIO","Tramo etario","Value","Flag Codes","Flags"
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2011-V11","2011 oct-dic","_T","Total país","Y45T54","45-54 años",75.0841703972983,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2011-V11","2011 oct-dic","_T","Total país","Y55T64","55-64 años",60.9878161554807,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2011-V11","2011 oct-dic","_T","Total país","Y_GE65","65 años y más",20.2547392875363,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2011-V12","2011 nov-ene","_T","Total país","_T","Total",57.4758070572403,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2011-V12","2011 nov-ene","_T","Total país","Y15T24","15-24 años",32.8250335140262,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2011-V12","2011 nov-ene","_T","Total país","Y25T34","25-34 años",73.4047905024902,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2011-V12","2011 nov-ene","_T","Total país","Y35T44","35-44 años",76.6859878490493,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2011-V12","2011 nov-ene","_T","Total país","Y45T54","45-54 años",74.7433151650559,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2011-V12","2011 nov-ene","_T","Total país","Y55T64","55-64 años",61.1069406524417,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2011-V12","2011 nov-ene","_T","Total país","Y_GE65","65 años y más",19.9999226457514,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V01","2012 dic-feb","_T","Total país","_T","Total",57.8250770477584,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V01","2012 dic-feb","_T","Total país","Y15T24","15-24 años",33.4374093049274,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V01","2012 dic-feb","_T","Total país","Y25T34","25-34 años",73.675246537156,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V01","2012 dic-feb","_T","Total país","Y35T44","35-44 años",77.1347790971871,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V01","2012 dic-feb","_T","Total país","Y45T54","45-54 años",74.9319519732618,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V01","2012 dic-feb","_T","Total país","Y55T64","55-64 años",61.5966233640313,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V01","2012 dic-feb","_T","Total país","Y_GE65","65 años y más",19.9866942982557,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V02","2012 ene-mar","_T","Total país","_T","Total",57.538129211085,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V02","2012 ene-mar","_T","Total país","Y15T24","15-24 años",32.5588119231712,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V02","2012 ene-mar","_T","Total país","Y25T34","25-34 años",72.9330043950133,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V02","2012 ene-mar","_T","Total país","Y35T44","35-44 años",76.6668161885697,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V02","2012 ene-mar","_T","Total país","Y45T54","45-54 años",74.7195539432236,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V02","2012 ene-mar","_T","Total país","Y55T64","55-64 años",62.5382481695049,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V02","2012 ene-mar","_T","Total país","Y_GE65","65 años y más",20.4194595342345,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V03","2012 feb-abr","_T","Total país","_T","Total",57.506948353865,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V03","2012 feb-abr","_T","Total país","Y15T24","15-24 años",31.3660685226098,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V03","2012 feb-abr","_T","Total país","Y25T34","25-34 años",72.8906062490148,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V03","2012 feb-abr","_T","Total país","Y35T44","35-44 años",76.7196914825026,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V03","2012 feb-abr","_T","Total país","Y45T54","45-54 años",75.2386432021278,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V03","2012 feb-abr","_T","Total país","Y55T64","55-64 años",63.4062183410507,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V03","2012 feb-abr","_T","Total país","Y_GE65","65 años y más",20.6842452485025,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V04","2012 mar-may","_T","Total país","_T","Total",57.3457481495742,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V04","2012 mar-may","_T","Total país","Y15T24","15-24 años",30.8404656210174,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V04","2012 mar-may","_T","Total país","Y25T34","25-34 años",72.430786612303,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V04","2012 mar-may","_T","Total país","Y35T44","35-44 años",76.6246813458078,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V04","2012 mar-may","_T","Total país","Y45T54","45-54 años",75.1348790636601,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V04","2012 mar-may","_T","Total país","Y55T64","55-64 años",63.3909737416723,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V04","2012 mar-may","_T","Total país","Y_GE65","65 años y más",21.3142614322683,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V05","2012 abr-jun","_T","Total país","_T","Total",57.1361168756476,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V05","2012 abr-jun","_T","Total país","Y15T24","15-24 años",30.7912509914549,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V05","2012 abr-jun","_T","Total país","Y25T34","25-34 años",72.0728994613611,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V05","2012 abr-jun","_T","Total país","Y35T44","35-44 años",76.4819431072127,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V05","2012 abr-jun","_T","Total país","Y45T54","45-54 años",74.9391417085474,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V05","2012 abr-jun","_T","Total país","Y55T64","55-64 años",62.9585485470602,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V05","2012 abr-jun","_T","Total país","Y_GE65","65 años y más",21.1895267045097,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V06","2012 may-jul","_T","Total país","_T","Total",56.991624799552,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V06","2012 may-jul","_T","Total país","Y15T24","15-24 años",30.4659042364159,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V06","2012 may-jul","_T","Total país","Y25T34","25-34 años",72.0577289353832,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V06","2012 may-jul","_T","Total país","Y35T44","35-44 años",76.6205296288173,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V06","2012 may-jul","_T","Total país","Y45T54","45-54 años",75.0236324617397,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V06","2012 may-jul","_T","Total país","Y55T64","55-64 años",62.1578678430095,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V06","2012 may-jul","_T","Total país","Y_GE65","65 años y más",21.1005194563032,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V07","2012 jun-ago","_T","Total país","_T","Total",56.9268597763283,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V07","2012 jun-ago","_T","Total país","Y15T24","15-24 años",30.0850511137415,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V07","2012 jun-ago","_T","Total país","Y25T34","25-34 años",72.2216250655817,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V07","2012 jun-ago","_T","Total país","Y35T44","35-44 años",76.7267148341849,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V07","2012 jun-ago","_T","Total país","Y45T54","45-54 años",75.1093851481902,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V07","2012 jun-ago","_T","Total país","Y55T64","55-64 años",62.2908651043942,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V07","2012 jun-ago","_T","Total país","Y_GE65","65 años y más",20.5917615312592,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V08","2012 jul-sep","_T","Total país","_T","Total",57.3299855568299,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V08","2012 jul-sep","_T","Total país","Y15T24","15-24 años",30.6928738510332,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V08","2012 jul-sep","_T","Total país","Y25T34","25-34 años",72.9226647738509,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V08","2012 jul-sep","_T","Total país","Y35T44","35-44 años",76.7991441148073,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V08","2012 jul-sep","_T","Total país","Y45T54","45-54 años",75.1977597651975,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V08","2012 jul-sep","_T","Total país","Y55T64","55-64 años",63.1633742037527,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V08","2012 jul-sep","_T","Total país","Y_GE65","65 años y más",20.6294418186345,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V09","2012 ago-oct","_T","Total país","_T","Total",57.3757599632655,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V09","2012 ago-oct","_T","Total país","Y15T24","15-24 años",30.734578519685,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V09","2012 ago-oct","_T","Total país","Y25T34","25-34 años",72.6374626219226,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V09","2012 ago-oct","_T","Total país","Y35T44","35-44 años",76.6665838677231,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V09","2012 ago-oct","_T","Total país","Y45T54","45-54 años",75.5865465824248,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V09","2012 ago-oct","_T","Total país","Y55T64","55-64 años",63.3656883096712,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V09","2012 ago-oct","_T","Total país","Y_GE65","65 años y más",20.8442830090024,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V10","2012 sep-nov","_T","Total país","_T","Total",57.5662960297655,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V10","2012 sep-nov","_T","Total país","Y15T24","15-24 años",30.6026288379717,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V10","2012 sep-nov","_T","Total país","Y25T34","25-34 años",72.8684735979374,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V10","2012 sep-nov","_T","Total país","Y35T44","35-44 años",76.9641645533074,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V10","2012 sep-nov","_T","Total país","Y45T54","45-54 años",75.6741307417339,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V10","2012 sep-nov","_T","Total país","Y55T64","55-64 años",64.3299399360235,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V10","2012 sep-nov","_T","Total país","Y_GE65","65 años y más",20.7384898161162,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V11","2012 oct-dic","_T","Total país","_T","Total",57.7008694664478,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V11","2012 oct-dic","_T","Total país","Y15T24","15-24 años",30.5977473421701,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V11","2012 oct-dic","_T","Total país","Y25T34","25-34 años",72.9806501677477,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V11","2012 oct-dic","_T","Total país","Y35T44","35-44 años",77.3705594681388,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V11","2012 oct-dic","_T","Total país","Y45T54","45-54 años",75.8251946895782,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V11","2012 oct-dic","_T","Total país","Y55T64","55-64 años",64.1126910457648,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V11","2012 oct-dic","_T","Total país","Y_GE65","65 años y más",21.075755437207,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V12","2012 nov-ene","_T","Total país","_T","Total",57.9722973843592,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V12","2012 nov-ene","_T","Total país","Y15T24","15-24 años",31.8880696367029,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V12","2012 nov-ene","_T","Total país","Y25T34","25-34 años",73.3864915294165,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V12","2012 nov-ene","_T","Total país","Y35T44","35-44 años",77.1878274572446,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V12","2012 nov-ene","_T","Total país","Y45T54","45-54 años",75.8614564536029,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V12","2012 nov-ene","_T","Total país","Y55T64","55-64 años",63.6932862772433,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2012-V12","2012 nov-ene","_T","Total país","Y_GE65","65 años y más",21.0865792855319,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V01","2013 dic-feb","_T","Total país","_T","Total",57.8670280156746,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V01","2013 dic-feb","_T","Total país","Y15T24","15-24 años",32.8671797015919,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V01","2013 dic-feb","_T","Total país","Y25T34","25-34 años",72.8322711057465,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V01","2013 dic-feb","_T","Total país","Y35T44","35-44 años",77.0194902895232,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V01","2013 dic-feb","_T","Total país","Y45T54","45-54 años",75.4157442426504,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V01","2013 dic-feb","_T","Total país","Y55T64","55-64 años",63.2400808153572,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V01","2013 dic-feb","_T","Total país","Y_GE65","65 años y más",20.7529986323936,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V02","2013 ene-mar","_T","Total país","_T","Total",57.7832728095986,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V02","2013 ene-mar","_T","Total país","Y15T24","15-24 años",32.0237090582436,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V02","2013 ene-mar","_T","Total país","Y25T34","25-34 años",73.0136481379116,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V02","2013 ene-mar","_T","Total país","Y35T44","35-44 años",77.5036984925658,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V02","2013 ene-mar","_T","Total país","Y45T54","45-54 años",75.3416292174228,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V02","2013 ene-mar","_T","Total país","Y55T64","55-64 años",63.275963648588,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V02","2013 ene-mar","_T","Total país","Y_GE65","65 años y más",20.5904480742857,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V03","2013 feb-abr","_T","Total país","_T","Total",57.9220225858839,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V03","2013 feb-abr","_T","Total país","Y15T24","15-24 años",30.6947282610798,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V03","2013 feb-abr","_T","Total país","Y25T34","25-34 años",73.6410560562619,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V03","2013 feb-abr","_T","Total país","Y35T44","35-44 años",77.7114260064513,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V03","2013 feb-abr","_T","Total país","Y45T54","45-54 años",75.8752292618922,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V03","2013 feb-abr","_T","Total país","Y55T64","55-64 años",63.9528757797926,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V03","2013 feb-abr","_T","Total país","Y_GE65","65 años y más",21.2675383276929,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V04","2013 mar-may","_T","Total país","_T","Total",57.8511160021378,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V04","2013 mar-may","_T","Total país","Y15T24","15-24 años",29.696288474137,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V04","2013 mar-may","_T","Total país","Y25T34","25-34 años",73.5650060759853,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V04","2013 mar-may","_T","Total país","Y35T44","35-44 años",77.5074604869671,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V04","2013 mar-may","_T","Total país","Y45T54","45-54 años",76.3839529819248,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V04","2013 mar-may","_T","Total país","Y55T64","55-64 años",64.2897944048904,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V04","2013 mar-may","_T","Total país","Y_GE65","65 años y más",21.7564263230908,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V05","2013 abr-jun","_T","Total país","_T","Total",57.6843964041852,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V05","2013 abr-jun","_T","Total país","Y15T24","15-24 años",29.961655310482,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V05","2013 abr-jun","_T","Total país","Y25T34","25-34 años",73.0322071027946,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V05","2013 abr-jun","_T","Total país","Y35T44","35-44 años",77.4758916542572,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V05","2013 abr-jun","_T","Total país","Y45T54","45-54 años",76.3489097959061,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V05","2013 abr-jun","_T","Total país","Y55T64","55-64 años",63.3914813040439,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V05","2013 abr-jun","_T","Total país","Y_GE65","65 años y más",21.7893728847503,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V06","2013 may-jul","_T","Total país","_T","Total",57.4942811697929,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V06","2013 may-jul","_T","Total país","Y15T24","15-24 años",30.2126986620525,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V06","2013 may-jul","_T","Total país","Y25T34","25-34 años",72.900262977573,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V06","2013 may-jul","_T","Total país","Y35T44","35-44 años",77.3465902629414,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V06","2013 may-jul","_T","Total país","Y45T54","45-54 años",75.9254912666481,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V06","2013 may-jul","_T","Total país","Y55T64","55-64 años",62.5758833384286,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V06","2013 may-jul","_T","Total país","Y_GE65","65 años y más",21.6225159381507,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V07","2013 jun-ago","_T","Total país","_T","Total",57.5848047561142,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V07","2013 jun-ago","_T","Total país","Y15T24","15-24 años",29.9523059792795,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V07","2013 jun-ago","_T","Total país","Y25T34","25-34 años",73.4890031782374,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V07","2013 jun-ago","_T","Total país","Y35T44","35-44 años",77.5520882706346,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V07","2013 jun-ago","_T","Total país","Y45T54","45-54 años",75.8169129029887,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V07","2013 jun-ago","_T","Total país","Y55T64","55-64 años",62.2835720088211,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V07","2013 jun-ago","_T","Total país","Y_GE65","65 años y más",21.9957461417041,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V08","2013 jul-sep","_T","Total país","_T","Total",57.536355595989,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V08","2013 jul-sep","_T","Total país","Y15T24","15-24 años",29.7657139135138,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V08","2013 jul-sep","_T","Total país","Y25T34","25-34 años",73.3065675328831,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V08","2013 jul-sep","_T","Total país","Y35T44","35-44 años",77.5344481810856,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V08","2013 jul-sep","_T","Total país","Y45T54","45-54 años",75.867535105736,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V08","2013 jul-sep","_T","Total país","Y55T64","55-64 años",62.6262075315403,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V08","2013 jul-sep","_T","Total país","Y_GE65","65 años y más",21.785368763957,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V09","2013 ago-oct","_T","Total país","_T","Total",57.6059183637019,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V09","2013 ago-oct","_T","Total país","Y15T24","15-24 años",29.5191841019228,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V09","2013 ago-oct","_T","Total país","Y25T34","25-34 años",73.6122509723188,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V09","2013 ago-oct","_T","Total país","Y35T44","35-44 años",77.5747236429346,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V09","2013 ago-oct","_T","Total país","Y45T54","45-54 años",75.6140345069449,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V09","2013 ago-oct","_T","Total país","Y55T64","55-64 años",63.5970630001829,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V09","2013 ago-oct","_T","Total país","Y_GE65","65 años y más",21.552990243397,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","_T","Total país","_T","Total",57.8097453515815,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","_T","Total país","Y15T24","15-24 años",29.6180320887901,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","_T","Total país","Y25T34","25-34 años",73.4987546789628,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","_T","Total país","Y35T44","35-44 años",77.8021215652623,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","_T","Total país","Y45T54","45-54 años",75.9956745859136,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","_T","Total país","Y55T64","55-64 años",64.2594302597015,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V10","2013 sep-nov","_T","Total país","Y_GE65","65 años y más",21.6529097992746,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","_T","Total país","_T","Total",58.33258692198,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","_T","Total país","Y15T24","15-24 años",30.5468200671364,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","_T","Total país","Y25T34","25-34 años",74.135585812828,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","_T","Total país","Y35T44","35-44 años",78.131627397789,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","_T","Total país","Y45T54","45-54 años",76.4263790451595,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","_T","Total país","Y55T64","55-64 años",64.6423859224094,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V11","2013 oct-dic","_T","Total país","Y_GE65","65 años y más",21.8479935869941,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","_T","Total país","_T","Total",58.4220132431227,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","_T","Total país","Y15T24","15-24 años",31.5563026481796,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","_T","Total país","Y25T34","25-34 años",73.593315987987,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","_T","Total país","Y35T44","35-44 años",78.0484310167573,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","_T","Total país","Y45T54","45-54 años",76.5158277564262,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","_T","Total país","Y55T64","55-64 años",64.4898030360037,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2013-V12","2013 nov-ene","_T","Total país","Y_GE65","65 años y más",21.8615050541688,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","_T","Total país","_T","Total",58.5832406174247,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","_T","Total país","Y15T24","15-24 años",32.767683155453,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","_T","Total país","Y25T34","25-34 años",73.4819404392534,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2014-V01","2014 dic-feb","_T","Total país","Y35T44","35-44 años",77.7028574976497,,
