"DTI_CL_INDICADOR","Indicador","DTI_CL_ANO","Año","DTI_CL_REGION","Región","DTI_CL_SEXO","Sexo","DTI_CL_TRAMO_ETARIO","Tramo etario","Value","Flag Codes","Flags"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL13","Región Metropolitana de Santiago","M","Hombres","Y15T24","15-24 años",329785.9,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL13","Región Metropolitana de Santiago","M","Hombres","Y35T44","35-44 años",1033527,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL13","Región Metropolitana de Santiago","M","Hombres","Y_GE65","65 años y más",715757.3,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL13","Región Metropolitana de Santiago","F","Mujeres","_T","Total",587170.1,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL13","Región Metropolitana de Santiago","F","Mujeres","Y25T34","25-34 años",556679.8,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL13","Región Metropolitana de Santiago","F","Mujeres","Y55T64","55-64 años",602055.1,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos","_T","Total",481734.4,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos","Y15T24","15-24 años",261887.4,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos","Y35T44","35-44 años",534642.1,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos","Y_GE65","65 años y más",392500.8,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres","_T","Total",520376.6,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres","Y25T34","25-34 años",551556.7,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres","Y55T64","55-64 años",484525.5,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres","Y15T24","15-24 años",221691.3,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres","Y45T54","45-54 años",424687.5,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres","Y_GE65","65 años y más",242607.6,"v","Estimación poco fiable (coeficiente de variación mayor a 15% y menor o igual a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL07","Región del Maule","_T","Ambos sexos","_T","Total",459922.8,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL07","Región del Maule","_T","Ambos sexos","Y25T34","25-34 años",430015.5,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL07","Región del Maule","_T","Ambos sexos","Y55T64","55-64 años",461927.7,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL07","Región del Maule","M","Hombres","Y15T24","15-24 años",290844.5,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL07","Región del Maule","M","Hombres","Y45T54","45-54 años",602367.7,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL07","Región del Maule","M","Hombres","Y_GE65","65 años y más",347825.4,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL07","Región del Maule","F","Mujeres","_T","Total",393889.7,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL07","Región del Maule","F","Mujeres","Y35T44","35-44 años",503350.4,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL07","Región del Maule","F","Mujeres","Y55T64","55-64 años",345580.5,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL07","Región del Maule","F","Mujeres","Y_GE65","65 años y más",208386.4,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL16","Región de Ñuble","_T","Ambos sexos","Y15T24","15-24 años",281688.2,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL16","Región de Ñuble","_T","Ambos sexos","Y45T54","45-54 años",454504.2,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL16","Región de Ñuble","_T","Ambos sexos","Y_GE65","65 años y más",323166.3,"v","Estimación poco fiable (coeficiente de variación mayor a 15% y menor o igual a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL16","Región de Ñuble","M","Hombres","_T","Total",489085.1,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL16","Región de Ñuble","M","Hombres","Y35T44","35-44 años",570385,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL16","Región de Ñuble","M","Hombres","Y55T64","55-64 años",492144.8,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL16","Región de Ñuble","M","Hombres","Y_GE65","65 años y más",329067.7,"u","Estimación no fiable (número de casos muestrales menor a 60, grados de libertad menores a 9 o coeficiente de variación mayor a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL16","Región de Ñuble","F","Mujeres","Y25T34","25-34 años",435144.8,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL16","Región de Ñuble","F","Mujeres","Y45T54","45-54 años",381603.4,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL16","Región de Ñuble","F","Mujeres","Y55T64","55-64 años",479996.1,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL08","Región del Biobío","_T","Ambos sexos","_T","Total",481419.9,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL08","Región del Biobío","_T","Ambos sexos","Y35T44","35-44 años",551708.4,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL08","Región del Biobío","_T","Ambos sexos","Y55T64","55-64 años",478991.4,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL08","Región del Biobío","_T","Ambos sexos","Y_GE65","65 años y más",369783.4,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL08","Región del Biobío","M","Hombres","Y25T34","25-34 años",475191.6,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL08","Región del Biobío","M","Hombres","Y45T54","45-54 años",607850.5,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL08","Región del Biobío","M","Hombres","Y55T64","55-64 años",549183.6,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL08","Región del Biobío","F","Mujeres","Y15T24","15-24 años",238425.5,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL08","Región del Biobío","F","Mujeres","Y35T44","35-44 años",441139.8,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL08","Región del Biobío","F","Mujeres","Y45T54","45-54 años",398384.4,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL08","Región del Biobío","F","Mujeres","Y_GE65","65 años y más",265903.7,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL09","Región de La Araucanía","_T","Ambos sexos","Y25T34","25-34 años",519612.9,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL09","Región de La Araucanía","_T","Ambos sexos","Y45T54","45-54 años",512475.6,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL09","Región de La Araucanía","_T","Ambos sexos","Y55T64","55-64 años",426086.3,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL09","Región de La Araucanía","M","Hombres","Y15T24","15-24 años",277444.6,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL09","Región de La Araucanía","M","Hombres","Y35T44","35-44 años",499317.3,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL09","Región de La Araucanía","M","Hombres","Y45T54","45-54 años",576673.7,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL09","Región de La Araucanía","M","Hombres","Y_GE65","65 años y más",445827.9,"v","Estimación poco fiable (coeficiente de variación mayor a 15% y menor o igual a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL09","Región de La Araucanía","F","Mujeres","_T","Total",436393.5,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL09","Región de La Araucanía","F","Mujeres","Y25T34","25-34 años",519560.8,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL09","Región de La Araucanía","F","Mujeres","Y35T44","35-44 años",476617.2,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL09","Región de La Araucanía","F","Mujeres","Y55T64","55-64 años",346275.3,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL14","Región de Los Ríos","_T","Ambos sexos","Y15T24","15-24 años",264895.1,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL14","Región de Los Ríos","_T","Ambos sexos","Y35T44","35-44 años",563088.8,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL14","Región de Los Ríos","_T","Ambos sexos","Y45T54","45-54 años",598266.9,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL14","Región de Los Ríos","_T","Ambos sexos","Y_GE65","65 años y más",339118.7,"v","Estimación poco fiable (coeficiente de variación mayor a 15% y menor o igual a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL14","Región de Los Ríos","M","Hombres","_T","Total",577726.1,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL14","Región de Los Ríos","M","Hombres","Y25T34","25-34 años",653342.7,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL14","Región de Los Ríos","M","Hombres","Y35T44","35-44 años",659773.3,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL14","Región de Los Ríos","M","Hombres","Y55T64","55-64 años",475469.4,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL14","Región de Los Ríos","F","Mujeres","Y15T24","15-24 años",245102,"u","Estimación no fiable (número de casos muestrales menor a 60, grados de libertad menores a 9 o coeficiente de variación mayor a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL14","Región de Los Ríos","F","Mujeres","Y25T34","25-34 años",524647.5,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL14","Región de Los Ríos","F","Mujeres","Y45T54","45-54 años",477524.4,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL10","Región de Los Lagos","_T","Ambos sexos","_T","Total",522056.5,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL10","Región de Los Lagos","_T","Ambos sexos","Y25T34","25-34 años",496047.3,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL10","Región de Los Lagos","_T","Ambos sexos","Y35T44","35-44 años",638042.2,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL10","Región de Los Lagos","_T","Ambos sexos","Y55T64","55-64 años",509019.1,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL10","Región de Los Lagos","M","Hombres","Y15T24","15-24 años",351788.3,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL10","Región de Los Lagos","M","Hombres","Y25T34","25-34 años",506959.1,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL10","Región de Los Lagos","M","Hombres","Y45T54","45-54 años",581020.8,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL10","Región de Los Lagos","F","Mujeres","_T","Total",458670.7,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL10","Región de Los Lagos","F","Mujeres","Y15T24","15-24 años",269574.2,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL10","Región de Los Lagos","F","Mujeres","Y35T44","35-44 años",532267.5,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL10","Región de Los Lagos","F","Mujeres","Y_GE65","65 años y más",380937.7,"v","Estimación poco fiable (coeficiente de variación mayor a 15% y menor o igual a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos","Y15T24","15-24 años",332985.9,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos","Y25T34","25-34 años",634007.6,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos","Y45T54","45-54 años",674878.9,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","_T","Total",633090.7,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","Y15T24","15-24 años",321630.1,"u","Estimación no fiable (número de casos muestrales menor a 60, grados de libertad menores a 9 o coeficiente de variación mayor a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","Y35T44","35-44 años",740832.6,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","Y_GE65","65 años y más",527380,"v","Estimación poco fiable (coeficiente de variación mayor a 15% y menor o igual a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres","_T","Total",583991.2,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres","Y25T34","25-34 años",621306.1,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres","Y55T64","55-64 años",411522.8,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","_T","Total",816074,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","Y15T24","15-24 años",447090,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","Y35T44","35-44 años",947786.5,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","Y_GE65","65 años y más",564934.7,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres","_T","Total",914959.8,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres","Y25T34","25-34 años",845551.2,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres","Y55T64","55-64 años",1000174,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres","Y15T24","15-24 años",451184.8,"u","Estimación no fiable (número de casos muestrales menor a 60, grados de libertad menores a 9 o coeficiente de variación mayor a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres","Y45T54","45-54 años",632804.1,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2019","2019","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres","Y_GE65","65 años y más",366993.5,"u","Estimación no fiable (número de casos muestrales menor a 60, grados de libertad menores a 9 o coeficiente de variación mayor a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL10","Región de Los Lagos","M","Hombres","Y15T24","15-24 años",174543,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL10","Región de Los Lagos","M","Hombres","Y45T54","45-54 años",351787.8,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL10","Región de Los Lagos","M","Hombres","Y_GE65","65 años y más",271129.8,"v","Estimación poco fiable (coeficiente de variación mayor a 15% y menor o igual a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL10","Región de Los Lagos","F","Mujeres","_T","Total",237029.8,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL10","Región de Los Lagos","F","Mujeres","Y35T44","35-44 años",217674.1,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL10","Región de Los Lagos","F","Mujeres","Y55T64","55-64 años",233311.7,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL10","Región de Los Lagos","F","Mujeres","Y_GE65","65 años y más",151520.4,"u","Estimación no fiable (número de casos muestrales menor a 60, grados de libertad menores a 9 o coeficiente de variación mayor a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos","Y15T24","15-24 años",221836.8,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos","Y45T54","45-54 años",425641.6,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos","Y_GE65","65 años y más",511302.1,"u","Estimación no fiable (número de casos muestrales menor a 60, grados de libertad menores a 9 o coeficiente de variación mayor a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","_T","Total",480205.3,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","Y35T44","35-44 años",551948.3,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","Y55T64","55-64 años",476115.3,"v","Estimación poco fiable (coeficiente de variación mayor a 15% y menor o igual a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","Y_GE65","65 años y más",579054.1,"u","Estimación no fiable (número de casos muestrales menor a 60, grados de libertad menores a 9 o coeficiente de variación mayor a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres","Y25T34","25-34 años",428955,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres","Y45T54","45-54 años",300941.2,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres","Y55T64","55-64 años",303502.2,"u","Estimación no fiable (número de casos muestrales menor a 60, grados de libertad menores a 9 o coeficiente de variación mayor a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","_T","Total",535357.4,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","Y35T44","35-44 años",564355.9,,
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","Y55T64","55-64 años",751928,"v","Estimación poco fiable (coeficiente de variación mayor a 15% y menor o igual a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","Y_GE65","65 años y más",375603.9,"u","Estimación no fiable (número de casos muestrales menor a 60, grados de libertad menores a 9 o coeficiente de variación mayor a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres","Y25T34","25-34 años",581079.6,"u","Estimación no fiable (número de casos muestrales menor a 60, grados de libertad menores a 9 o coeficiente de variación mayor a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres","Y45T54","45-54 años",828097.7,"v","Estimación poco fiable (coeficiente de variación mayor a 15% y menor o igual a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres","Y55T64","55-64 años",867871.6,"u","Estimación no fiable (número de casos muestrales menor a 60, grados de libertad menores a 9 o coeficiente de variación mayor a 30%)"
"ESI_YMEDIO_OCU_P2017","Ingreso medio nominal de la población ocupada (proyecciones base 2017)","2010","2010","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres","Y15T24","15-24 años",168266.5,"u","Estimación no fiable (número de casos muestrales menor a 60, grados de libertad menores a 9 o coeficiente de variación mayor a 30%)"
